,B365A,B365D,B365H,away_team_goal,date,home_team_goal,match_id
410,3.4,3.2,2.25,1,2009-11-08 00:00:00,1,658719
411,2.6,3.3,2.75,1,2009-11-08 00:00:00,2,658720
412,1.36,4.75,9.0,4,2009-11-07 00:00:00,1,658721
413,3.0,3.3,2.4,2,2009-11-08 00:00:00,1,658722
414,6.5,3.75,1.57,0,2009-11-07 00:00:00,2,658723
415,11.0,4.75,1.33,3,2009-11-07 00:00:00,3,658724
416,10.0,4.5,1.36,2,2009-11-09 00:00:00,2,658725
417,4.75,3.5,1.8,1,2009-11-07 00:00:00,5,658726
418,3.6,3.4,2.1,1,2009-11-07 00:00:00,3,658727
419,4.0,3.25,2.0,0,2009-11-08 00:00:00,1,658728
420,2.9,3.2,2.5,0,2009-11-21 00:00:00,1,658729
421,1.62,3.75,6.0,0,2009-11-21 00:00:00,1,658730
422,3.5,3.4,2.1,0,2009-11-22 00:00:00,1,658791
423,2.2,3.3,3.4,1,2009-11-21 00:00:00,1,658792
424,19.0,7.0,1.17,0,2009-11-21 00:00:00,4,658793
425,2.5,3.25,2.88,3,2009-11-21 00:00:00,3,658794
426,4.2,3.4,1.91,2,2009-11-21 00:00:00,2,658795
427,9.0,4.5,1.4,0,2009-11-21 00:00:00,3,658796
428,8.0,4.33,1.44,1,2009-11-22 00:00:00,9,658797
429,3.4,3.2,2.25,2,2009-11-22 00:00:00,0,658798
430,1.36,4.5,10.0,4,2009-11-28 00:00:00,1,658799
431,4.5,3.6,1.8,3,2009-11-28 00:00:00,5,658800
432,3.1,3.2,2.4,1,2009-11-29 00:00:00,0,658801
433,11.0,5.5,1.29,1,2009-11-28 00:00:00,1,658802
434,4.2,3.5,1.91,1,2009-11-28 00:00:00,1,658803
435,2.1,3.4,3.5,2,2009-11-29 00:00:00,0,658804
436,4.2,3.4,1.91,0,2009-11-28 00:00:00,0,658805
437,2.88,3.25,2.5,1,2009-11-28 00:00:00,1,658806
438,2.7,3.2,2.7,3,2009-11-29 00:00:00,0,658807
439,2.9,3.4,2.4,0,2009-11-28 00:00:00,1,658808
440,4.2,3.4,1.91,0,2009-12-05 00:00:00,2,658809
441,1.44,4.2,8.0,4,2009-12-05 00:00:00,0,658810
442,3.6,3.3,2.1,3,2009-12-05 00:00:00,2,658811
443,3.1,3.25,2.38,1,2009-12-05 00:00:00,2,658812
444,1.91,3.4,4.2,1,2009-12-05 00:00:00,2,658813
445,3.6,3.3,2.1,0,2009-12-06 00:00:00,1,658814
446,2.5,3.25,2.88,2,2009-12-06 00:00:00,2,658815
447,1.67,3.8,5.25,0,2009-12-05 00:00:00,0,658816
448,7.5,4.33,1.44,0,2009-12-05 00:00:00,3,658817
449,13.0,5.0,1.29,0,2009-12-05 00:00:00,2,658818
450,7.0,4.2,1.5,1,2009-12-12 00:00:00,0,658819
451,3.6,3.3,2.1,2,2009-12-12 00:00:00,2,658820
452,4.75,3.5,1.8,1,2009-12-12 00:00:00,1,658821
453,13.0,5.75,1.25,1,2009-12-12 00:00:00,0,658822
454,3.4,3.3,2.2,2,2009-12-13 00:00:00,1,658823
455,2.6,3.25,2.8,0,2009-12-12 00:00:00,0,658824
456,15.0,5.5,1.25,3,2009-12-12 00:00:00,3,658825
457,2.75,3.25,2.63,1,2009-12-12 00:00:00,1,658826
458,1.8,3.6,4.5,3,2009-12-12 00:00:00,3,658827
459,3.6,3.3,2.1,0,2009-12-12 00:00:00,1,658828
460,3.25,3.3,2.25,0,2009-12-16 00:00:00,3,658829
461,2.5,3.3,2.88,2,2009-12-15 00:00:00,0,658830
462,2.75,3.25,2.63,2,2010-01-05 00:00:00,3,658831
463,19.0,7.0,1.17,0,2009-12-15 00:00:00,3,658832
464,2.15,3.3,3.5,2,2009-11-25 00:00:00,3,658833
465,1.5,4.2,7.0,1,2009-12-16 00:00:00,1,658834
466,3.25,3.3,2.25,1,2009-12-15 00:00:00,3,658835
467,3.4,3.25,2.2,1,2009-12-15 00:00:00,2,658836
468,11.0,4.75,1.33,1,2009-12-16 00:00:00,2,658837
469,19.0,8.0,1.14,1,2009-12-16 00:00:00,2,658838
470,15.0,6.0,1.22,0,2009-12-19 00:00:00,3,658839
471,3.6,3.3,2.1,0,2009-12-20 00:00:00,2,658840
472,3.2,3.25,2.3,0,2010-02-17 00:00:00,0,658841
473,1.4,4.5,8.5,1,2009-12-20 00:00:00,1,658842
474,1.62,4.0,5.5,0,2009-12-19 00:00:00,2,658843
475,7.0,4.0,1.53,3,2009-12-19 00:00:00,4,658844
476,1.57,4.0,6.5,0,2009-12-19 00:00:00,3,658845
477,4.5,3.5,1.83,1,2009-12-20 00:00:00,1,658846
478,2.2,3.4,3.3,2,2009-12-19 00:00:00,0,658847
479,9.0,4.33,1.4,0,2009-12-19 00:00:00,1,658848
480,3.2,3.25,2.3,1,2009-12-26 00:00:00,1,658849
481,3.6,3.3,2.1,0,2009-12-26 00:00:00,2,658850
482,3.0,3.3,2.38,1,2009-12-26 00:00:00,1,658851
483,7.5,4.33,1.44,0,2009-12-26 00:00:00,2,658859
484,11.0,5.5,1.29,0,2009-12-26 00:00:00,2,658920
485,1.4,4.2,8.0,3,2009-12-27 00:00:00,1,658921
486,2.5,3.4,2.8,0,2009-12-26 00:00:00,0,658922
487,3.0,3.3,2.38,1,2009-12-26 00:00:00,1,658923
488,1.57,3.8,6.5,0,2009-12-26 00:00:00,0,658924
489,5.0,3.5,1.73,0,2009-12-27 00:00:00,3,658925
490,17.0,5.5,1.22,2,2010-01-20 00:00:00,4,658583
491,1.53,4.0,6.5,3,2009-08-18 00:00:00,1,658584
492,2.63,3.3,2.75,1,2009-11-04 00:00:00,2,658585
493,3.6,3.3,2.1,0,2009-11-25 00:00:00,3,658586
494,4.0,3.3,2.0,0,2009-08-19 00:00:00,1,658587
495,2.0,3.5,3.75,5,2009-08-19 00:00:00,1,658588
496,1.33,5.0,9.5,0,2009-08-19 00:00:00,1,658589
497,5.25,3.6,1.73,1,2009-08-18 00:00:00,0,658590
498,13.0,5.5,1.25,0,2009-08-19 00:00:00,4,658591
499,4.33,3.5,1.83,2,2010-03-24 00:00:00,0,658592
500,1.8,3.6,4.5,3,2009-12-28 00:00:00,0,658926
501,8.0,4.2,1.44,0,2009-12-28 00:00:00,2,658927
502,3.0,3.25,2.4,1,2009-12-28 00:00:00,0,658928
503,1.53,4.0,6.5,4,2009-12-30 00:00:00,1,658929
504,6.5,3.8,1.57,0,2009-12-28 00:00:00,2,658930
505,10.0,4.5,1.36,1,2009-12-28 00:00:00,2,658931
506,4.75,3.6,1.8,2,2009-12-29 00:00:00,2,658932
507,3.6,3.3,2.1,2,2009-12-28 00:00:00,2,658933
508,2.6,3.25,2.8,1,2009-12-29 00:00:00,0,658934
509,15.0,6.5,1.2,0,2009-12-30 00:00:00,5,658935
510,2.1,3.3,3.6,2,2010-03-16 00:00:00,1,658936
511,4.5,3.6,1.8,3,2010-03-23 00:00:00,1,658937
512,8.0,4.33,1.44,1,2010-01-11 00:00:00,4,658938
513,3.0,3.25,2.4,0,2010-01-20 00:00:00,2,658939
514,1.29,5.0,13.0,1,2010-02-02 00:00:00,1,658940
515,6.0,3.5,1.67,0,2010-02-03 00:00:00,1,658941
516,2.88,3.3,2.5,1,2010-03-10 00:00:00,1,658942
517,3.75,3.25,2.1,0,2010-03-09 00:00:00,4,658943
518,1.62,3.6,6.5,1,2010-01-09 00:00:00,1,658944
519,8.5,4.5,1.4,2,2010-01-09 00:00:00,2,658945
520,3.1,3.25,2.38,2,2010-03-09 00:00:00,1,658946
521,2.2,3.2,3.5,1,2010-01-16 00:00:00,1,658947
522,11.0,6.0,1.25,0,2010-01-16 00:00:00,0,658948
523,3.2,3.25,2.3,2,2010-01-16 00:00:00,0,658949
524,17.0,7.0,1.17,0,2010-01-16 00:00:00,3,658950
525,2.5,3.25,2.88,0,2010-01-16 00:00:00,2,658951
526,15.0,6.0,1.22,2,2010-01-16 00:00:00,7,658952
527,1.53,4.0,6.5,2,2010-01-17 00:00:00,0,658953
528,3.0,3.25,2.4,0,2010-01-17 00:00:00,2,658954
529,7.0,3.8,1.53,0,2010-01-17 00:00:00,0,658955
530,1.67,3.6,5.5,0,2010-01-26 00:00:00,0,658956
531,6.5,3.75,1.57,0,2010-01-26 00:00:00,2,658957
532,2.38,3.2,3.1,1,2010-02-16 00:00:00,1,658958
533,2.88,3.25,2.5,1,2010-01-26 00:00:00,1,658959
534,15.0,6.5,1.14,0,2010-01-23 00:00:00,4,658960
535,4.5,3.6,1.8,0,2010-01-26 00:00:00,1,658961
536,5.5,3.6,1.67,0,2010-01-27 00:00:00,2,658962
537,15.0,6.0,1.22,0,2010-01-27 00:00:00,3,658963
538,4.0,3.4,1.95,1,2010-01-27 00:00:00,2,658964
539,2.3,3.25,3.2,0,2010-01-27 00:00:00,0,658965
540,3.6,3.3,2.1,0,2010-01-30 00:00:00,0,658966
541,2.38,3.3,3.0,1,2010-01-30 00:00:00,0,658967
542,3.8,3.4,2.0,0,2010-02-01 00:00:00,0,658968
543,13.0,5.0,1.29,0,2010-01-31 00:00:00,2,658969
544,7.5,4.33,1.44,0,2010-01-30 00:00:00,2,658970
545,3.25,3.25,2.25,2,2010-01-30 00:00:00,2,658971
546,2.7,3.2,2.7,2,2010-01-30 00:00:00,0,658972
547,1.29,5.0,13.0,2,2010-01-30 00:00:00,1,658973
548,2.8,3.25,2.6,3,2010-01-31 00:00:00,1,658974
549,2.38,3.25,3.1,1,2010-01-30 00:00:00,1,658975
550,23.0,8.5,1.13,0,2010-02-06 00:00:00,5,658976
551,3.4,3.1,2.3,0,2010-02-06 00:00:00,3,658977
552,3.8,3.4,2.0,1,2010-02-06 00:00:00,1,658978
553,3.6,3.3,2.1,0,2010-02-06 00:00:00,0,658979
554,2.8,3.25,2.6,1,2010-02-06 00:00:00,2,659020
555,4.5,3.6,1.8,0,2010-02-07 00:00:00,2,659063
556,3.25,3.3,2.25,0,2010-02-06 00:00:00,0,659064
557,1.73,3.4,5.5,1,2010-02-06 00:00:00,2,659065
558,4.33,3.5,1.83,0,2010-02-06 00:00:00,1,659066
559,5.0,3.4,1.8,1,2010-02-07 00:00:00,2,659067
560,3.6,3.3,2.1,0,2010-02-10 00:00:00,1,659068
561,5.25,3.5,1.73,0,2010-02-09 00:00:00,3,659069
562,3.25,3.3,2.25,0,2010-02-10 00:00:00,2,659070
563,1.91,3.4,4.2,0,2010-02-10 00:00:00,1,659071
564,3.4,3.3,2.2,1,2010-02-09 00:00:00,1,659072
565,3.0,3.25,2.4,1,2010-02-09 00:00:00,1,659073
566,4.5,3.5,1.83,0,2010-02-10 00:00:00,1,659074
567,1.91,3.5,4.2,1,2010-02-10 00:00:00,1,659075
568,1.73,3.6,5.0,1,2010-02-10 00:00:00,2,659076
569,8.0,4.2,1.44,0,2010-02-09 00:00:00,2,659077
570,3.75,3.25,2.1,1,2010-02-21 00:00:00,2,659078
571,3.1,3.25,2.38,2,2010-02-20 00:00:00,1,659079
572,4.75,3.6,1.75,0,2010-02-20 00:00:00,3,659080
573,4.33,3.25,1.95,0,2010-02-21 00:00:00,3,659081
574,1.8,3.6,4.5,1,2010-02-20 00:00:00,3,659082
575,15.0,6.0,1.22,0,2010-02-20 00:00:00,2,659083
576,2.0,3.5,3.75,3,2010-02-21 00:00:00,0,659084
577,1.3,5.0,12.0,2,2010-02-20 00:00:00,0,659085
578,3.0,3.3,2.4,0,2010-02-21 00:00:00,0,659086
579,10.0,4.5,1.36,2,2010-02-21 00:00:00,5,659087
580,3.5,3.2,2.2,0,2010-02-28 00:00:00,0,659088
581,4.0,3.4,2.0,1,2010-02-28 00:00:00,2,659089
582,1.73,3.6,5.0,3,2010-02-27 00:00:00,1,659090
583,15.0,6.5,1.2,0,2010-02-23 00:00:00,3,659091
584,9.0,4.75,1.36,1,2010-02-28 00:00:00,2,659092
585,2.1,3.4,3.5,2,2010-04-21 00:00:00,0,659093
586,7.5,4.33,1.44,4,2010-02-27 00:00:00,2,659094
587,4.33,3.3,1.91,0,2010-02-27 00:00:00,1,659095
588,3.8,3.4,2.0,2,2010-02-27 00:00:00,1,659096
589,4.0,3.3,2.0,0,2010-02-27 00:00:00,1,659097
590,1.57,3.8,6.5,0,2010-03-08 00:00:00,1,659098
591,4.5,3.5,1.8,2,2010-03-06 00:00:00,1,659099
592,3.8,3.4,2.0,1,2010-05-05 00:00:00,0,659100
593,1.3,5.0,12.0,5,2010-03-24 00:00:00,0,659101
594,10.0,4.5,1.36,1,2010-03-07 00:00:00,5,659102
595,4.0,3.25,2.0,1,2010-03-24 00:00:00,2,659103
596,7.0,3.8,1.53,1,2010-03-24 00:00:00,1,659104
597,21.0,7.5,1.14,1,2010-03-06 00:00:00,3,659105
598,1.33,5.0,10.0,1,2010-03-06 00:00:00,0,659106
599,3.6,3.3,2.1,1,2010-05-05 00:00:00,0,659107
600,19.0,7.0,1.17,1,2009-08-22 00:00:00,4,658593
601,8.0,4.2,1.44,3,2009-08-24 00:00:00,1,658594
602,3.75,3.25,2.1,1,2009-08-22 00:00:00,2,658595
603,2.38,3.25,3.1,2,2009-08-23 00:00:00,1,658596
604,12.0,4.5,1.33,0,2009-08-22 00:00:00,1,658597
605,1.57,3.8,6.5,2,2009-08-23 00:00:00,0,658598
606,3.25,3.2,2.3,0,2009-08-22 00:00:00,0,658599
607,2.8,3.25,2.6,0,2009-08-22 00:00:00,1,658600
608,2.2,3.3,3.4,0,2009-08-23 00:00:00,1,658601
609,1.53,4.0,6.5,5,2009-08-22 00:00:00,0,658602
610,7.5,4.33,1.44,1,2010-03-13 00:00:00,3,659108
611,2.1,3.4,3.6,1,2010-03-14 00:00:00,1,659109
612,2.25,3.25,3.3,0,2010-03-13 00:00:00,0,659110
613,15.0,6.0,1.22,0,2010-03-14 00:00:00,3,659111
614,13.0,5.5,1.25,1,2010-03-15 00:00:00,4,659112
615,1.4,4.5,7.5,2,2010-03-13 00:00:00,1,659113
616,2.4,3.25,3.0,2,2010-03-13 00:00:00,2,659114
617,3.6,3.3,2.1,0,2010-03-13 00:00:00,4,659115
618,3.3,3.3,2.25,2,2010-03-13 00:00:00,1,659116
619,15.0,6.0,1.22,1,2010-03-13 00:00:00,4,659117
620,5.0,3.6,1.73,0,2010-03-20 00:00:00,1,659118
621,3.5,3.2,2.2,1,2010-03-20 00:00:00,3,659119
622,13.0,5.75,1.25,0,2010-03-20 00:00:00,2,659120
623,9.0,4.33,1.4,2,2010-03-20 00:00:00,2,659121
624,1.44,4.33,7.5,1,2010-03-21 00:00:00,1,659122
625,3.5,3.2,2.2,2,2010-03-20 00:00:00,3,659123
626,7.0,3.8,1.53,0,2010-03-20 00:00:00,2,659125
627,2.38,3.25,3.1,2,2010-03-21 00:00:00,1,659126
628,5.5,3.75,1.67,1,2010-03-21 00:00:00,2,659127
629,2.1,3.3,3.6,2,2010-03-20 00:00:00,1,659128
630,11.0,5.25,1.3,0,2010-03-28 00:00:00,3,659129
631,11.0,4.75,1.33,0,2010-03-29 00:00:00,3,659130
632,17.0,6.0,1.2,0,2010-03-27 00:00:00,2,659131
633,1.4,4.5,8.5,4,2010-03-27 00:00:00,0,659132
634,3.6,3.3,2.1,1,2010-03-27 00:00:00,0,659133
635,2.0,3.4,3.8,0,2010-03-27 00:00:00,0,659134
636,3.0,3.25,2.4,0,2010-03-27 00:00:00,2,659135
637,8.0,4.75,1.4,1,2010-03-27 00:00:00,7,659136
638,2.88,3.25,2.5,1,2010-03-28 00:00:00,0,659137
639,1.5,4.2,7.0,1,2010-03-27 00:00:00,1,659138
640,2.1,3.3,3.6,1,2010-04-03 00:00:00,3,659139
641,4.5,3.5,1.8,0,2010-04-03 00:00:00,2,659140
642,2.25,3.3,3.3,0,2010-04-03 00:00:00,0,659141
643,2.75,3.2,2.63,2,2010-04-03 00:00:00,1,659142
644,3.8,3.4,2.0,1,2010-04-04 00:00:00,2,659143
645,7.5,4.33,1.44,2,2010-04-04 00:00:00,2,659144
646,1.7,3.8,5.0,6,2010-04-03 00:00:00,1,659145
647,2.5,3.25,2.88,1,2010-04-03 00:00:00,0,659146
648,1.83,3.5,4.5,1,2010-04-04 00:00:00,1,659147
649,15.0,6.0,1.22,0,2010-04-03 00:00:00,1,659148
650,3.8,3.4,2.0,0,2010-04-10 00:00:00,1,659149
651,3.2,3.25,2.3,0,2010-04-11 00:00:00,0,659150
652,6.5,3.8,1.57,0,2010-04-14 00:00:00,0,659151
653,2.25,3.3,3.25,1,2010-04-14 00:00:00,2,659152
654,8.5,4.5,1.4,1,2010-04-11 00:00:00,5,659153
655,13.0,5.0,1.29,0,2010-04-11 00:00:00,0,659154
656,5.0,3.6,1.73,4,2010-04-10 00:00:00,1,659155
657,19.0,8.0,1.14,0,2010-04-13 00:00:00,1,659156
658,1.53,4.0,6.5,0,2010-04-11 00:00:00,0,659157
659,3.3,3.3,2.25,2,2010-04-14 00:00:00,2,659158
660,1.53,4.0,6.5,2,2010-04-18 00:00:00,3,659159
661,1.91,3.6,4.0,1,2010-04-17 00:00:00,2,659160
662,6.0,3.75,1.62,1,2010-04-17 00:00:00,2,659161
663,3.75,3.25,2.1,2,2010-04-17 00:00:00,1,659162
664,1.67,3.75,5.5,2,2010-04-18 00:00:00,1,659163
665,10.0,5.0,1.33,0,2010-04-19 00:00:00,3,659164
666,3.75,3.25,2.1,0,2010-04-17 00:00:00,0,659165
667,2.6,3.25,2.8,3,2010-04-17 00:00:00,2,659166
668,5.0,3.6,1.73,0,2010-04-17 00:00:00,0,659167
669,2.4,3.5,2.88,1,2010-04-17 00:00:00,0,659168
670,10.0,4.5,1.36,1,2010-04-25 00:00:00,2,659169
671,3.0,3.4,2.38,1,2010-04-24 00:00:00,0,659170
672,3.4,3.25,2.2,1,2010-04-24 00:00:00,1,659171
673,4.33,3.6,1.83,2,2010-04-24 00:00:00,3,659172
674,7.0,4.2,1.5,1,2010-04-24 00:00:00,3,659173
675,21.0,8.0,1.14,0,2010-04-25 00:00:00,7,659174
676,1.62,4.0,5.5,4,2010-04-25 00:00:00,0,659175
677,6.5,4.0,1.53,2,2010-04-24 00:00:00,2,659176
678,6.0,3.75,1.62,0,2010-04-25 00:00:00,1,659177
679,3.75,3.5,2.0,0,2010-04-24 00:00:00,0,659178
680,4.5,3.6,1.8,2,2010-05-03 00:00:00,2,659179
681,10.0,5.5,1.29,0,2010-05-01 00:00:00,1,659180
682,1.36,4.75,9.5,1,2010-05-02 00:00:00,0,659181
683,2.1,3.3,3.6,0,2010-05-01 00:00:00,0,659182
684,3.1,3.25,2.38,1,2010-05-01 00:00:00,3,659183
685,4.33,3.6,1.83,1,2010-05-01 00:00:00,3,659184
686,7.0,4.2,1.5,1,2010-05-01 00:00:00,2,659305
687,2.1,3.4,3.5,1,2010-05-03 00:00:00,2,659366
688,3.1,3.25,2.38,2,2010-05-02 00:00:00,3,659367
689,1.83,3.8,4.0,2,2010-05-02 00:00:00,0,659368
690,3.25,3.4,2.25,1,2010-05-09 00:00:00,2,659369
691,11.0,5.5,1.29,0,2010-05-09 00:00:00,1,659370
692,23.0,10.0,1.1,0,2010-05-09 00:00:00,8,659371
693,1.5,4.2,7.0,2,2010-05-09 00:00:00,4,659372
694,3.3,3.3,2.25,1,2010-05-09 00:00:00,2,659373
695,6.0,4.0,1.57,1,2010-05-09 00:00:00,0,659374
696,13.0,7.0,1.2,0,2010-05-09 00:00:00,4,659375
697,23.0,8.0,1.13,0,2010-05-09 00:00:00,4,659376
698,1.91,3.6,4.0,1,2010-05-09 00:00:00,1,659377
699,1.57,3.8,6.5,0,2010-05-09 00:00:00,0,659378
700,3.5,3.3,2.2,1,2009-08-29 00:00:00,2,658603
701,9.0,4.75,1.36,1,2009-08-29 00:00:00,2,658604
702,5.25,3.6,1.73,0,2009-08-30 00:00:00,2,658605
703,5.25,3.6,1.73,1,2009-08-30 00:00:00,2,658606
704,3.6,3.3,2.1,1,2009-08-29 00:00:00,1,658607
705,3.5,3.3,2.2,0,2009-08-29 00:00:00,0,658608
706,1.53,4.0,7.0,3,2009-08-29 00:00:00,2,658609
707,1.57,3.8,6.5,1,2009-08-30 00:00:00,0,658610
708,3.2,3.25,2.38,0,2009-08-29 00:00:00,1,658611
709,21.0,8.0,1.14,0,2009-08-29 00:00:00,3,658612
710,15.0,6.5,1.2,0,2009-09-12 00:00:00,4,658613
711,5.0,3.5,1.75,1,2009-09-12 00:00:00,4,658614
712,2.3,3.4,3.1,3,2009-09-12 00:00:00,1,658615
713,2.5,3.25,2.88,2,2009-09-12 00:00:00,4,658616
714,4.5,3.5,1.83,1,2009-09-12 00:00:00,3,658617
715,2.8,3.2,2.6,1,2009-09-13 00:00:00,2,658618
716,2.25,3.25,3.4,1,2009-09-13 00:00:00,0,658619
717,2.8,3.2,2.6,3,2009-09-12 00:00:00,2,658620
718,1.4,4.5,9.0,2,2009-09-12 00:00:00,1,658621
719,3.25,3.25,2.3,0,2009-09-12 00:00:00,1,658622
720,6.0,4.0,1.57,3,2009-09-20 00:00:00,4,658623
721,13.0,5.5,1.25,0,2009-09-19 00:00:00,4,658624
722,1.53,4.0,6.5,3,2009-09-19 00:00:00,2,658625
723,10.0,4.2,1.4,0,2009-09-19 00:00:00,2,658626
724,5.0,3.3,1.8,0,2009-09-20 00:00:00,3,658627
725,2.88,3.25,2.5,1,2009-09-20 00:00:00,2,658628
726,3.75,3.25,2.1,1,2009-09-19 00:00:00,1,658629
727,3.0,3.25,2.4,1,2009-09-19 00:00:00,0,658630
728,2.5,3.25,2.88,1,2009-09-19 00:00:00,3,658631
729,7.0,4.0,1.5,0,2009-09-20 00:00:00,3,658632
730,23.0,7.5,1.14,1,2009-09-26 00:00:00,6,658633
731,10.0,5.0,1.33,0,2009-09-26 00:00:00,5,658670
732,1.33,5.0,10.0,1,2009-09-26 00:00:00,3,658671
733,5.0,3.6,1.73,2,2009-09-27 00:00:00,5,658672
734,1.4,4.5,8.5,2,2009-09-26 00:00:00,0,658673
735,1.91,3.4,4.2,1,2009-09-26 00:00:00,0,658674
736,7.5,4.33,1.44,1,2009-09-28 00:00:00,3,658675
737,1.53,4.0,6.5,1,2009-09-26 00:00:00,0,658676
738,2.38,3.25,3.1,1,2009-09-26 00:00:00,2,658677
739,3.4,3.25,2.2,2,2009-09-26 00:00:00,1,658678
740,15.0,6.5,1.2,2,2009-10-03 00:00:00,2,658679
741,3.8,3.4,2.0,1,2009-10-03 00:00:00,0,658680
742,3.4,3.25,2.2,2,2009-10-04 00:00:00,2,658681
743,6.0,4.0,1.57,1,2009-10-04 00:00:00,1,658682
744,3.6,3.3,2.1,0,2009-10-04 00:00:00,2,658683
745,3.2,3.25,2.3,1,2009-10-03 00:00:00,2,658684
746,1.95,3.6,3.8,2,2009-10-03 00:00:00,2,658685
747,2.5,3.3,2.88,1,2009-10-03 00:00:00,2,658686
748,2.63,3.25,2.75,1,2009-10-05 00:00:00,1,658687
749,15.0,6.5,1.2,2,2009-10-04 00:00:00,6,658688
750,3.6,3.3,2.1,1,2009-10-17 00:00:00,2,658689
751,13.0,5.5,1.2,1,2009-10-17 00:00:00,2,658690
752,5.5,3.6,1.67,0,2009-10-19 00:00:00,2,658691
753,6.5,4.2,1.44,1,2009-10-17 00:00:00,1,658692
754,5.0,3.6,1.73,2,2009-10-18 00:00:00,3,658693
755,1.8,3.6,4.5,1,2009-10-17 00:00:00,2,658694
756,1.91,3.4,4.2,0,2009-10-17 00:00:00,1,658695
757,1.73,3.6,5.0,1,2009-10-18 00:00:00,1,658696
758,1.83,3.5,4.5,2,2009-10-17 00:00:00,1,658697
759,19.0,7.0,1.17,1,2009-10-17 00:00:00,3,658698
760,,,,0,2010-08-14 00:00:00,3,839796
761,2.5,3.25,2.88,0,2010-08-14 00:00:00,1,839797
762,3.4,3.3,2.2,0,2010-08-14 00:00:00,0,839799
763,17.0,7.0,1.17,0,2010-08-14 00:00:00,6,839800
764,2.88,3.25,2.5,1,2010-08-15 00:00:00,1,839801
765,15.0,5.5,1.25,0,2010-08-16 00:00:00,3,839802
766,3.6,3.3,2.1,2,2010-08-14 00:00:00,2,839803
767,3.0,3.3,2.4,0,2010-08-14 00:00:00,0,839804
768,3.2,3.25,2.3,1,2010-08-14 00:00:00,2,839805
769,4.5,3.5,1.83,4,2010-08-14 00:00:00,0,840184
770,6.0,4.0,1.57,0,2010-10-30 00:00:00,2,839904
771,17.0,7.0,1.17,0,2010-10-30 00:00:00,1,839905
772,4.5,3.6,1.8,0,2010-10-31 00:00:00,0,839906
773,6.5,3.75,1.57,0,2010-10-30 00:00:00,1,839907
774,3.5,3.2,2.2,1,2010-10-31 00:00:00,5,839908
775,1.73,3.4,5.5,1,2010-10-30 00:00:00,2,839909
776,1.44,4.33,7.5,2,2010-10-30 00:00:00,1,839910
777,4.2,3.4,1.91,0,2010-10-30 00:00:00,2,839911
778,2.2,3.25,3.4,1,2010-10-31 00:00:00,0,839912
779,2.5,3.25,2.9,1,2010-11-01 00:00:00,2,839913
780,15.0,6.0,1.22,1,2010-11-06 00:00:00,2,839914
781,11.0,5.5,1.29,1,2010-11-07 00:00:00,0,839915
782,2.0,3.4,3.8,0,2010-11-07 00:00:00,2,839916
783,3.75,3.2,2.1,0,2010-11-06 00:00:00,2,839917
784,4.5,3.6,1.8,1,2010-11-06 00:00:00,2,839918
785,3.4,3.25,2.2,1,2010-11-06 00:00:00,1,839919
786,4.2,3.4,1.91,2,2010-11-06 00:00:00,2,839920
787,2.4,3.3,3.0,2,2010-11-06 00:00:00,4,839921
788,2.1,3.3,3.6,2,2010-11-07 00:00:00,0,839922
789,1.8,3.6,4.5,2,2010-11-06 00:00:00,2,839923
790,6.5,4.0,1.53,1,2010-11-09 00:00:00,1,839924
791,3.2,3.25,2.3,2,2010-11-10 00:00:00,2,839925
792,1.67,3.6,5.5,2,2010-11-10 00:00:00,0,839926
793,3.75,3.2,2.1,2,2010-11-09 00:00:00,3,839927
794,1.75,3.6,4.75,1,2010-11-10 00:00:00,1,839928
795,6.0,3.75,1.62,2,2010-11-10 00:00:00,3,839929
796,6.0,3.75,1.62,1,2010-11-10 00:00:00,1,839930
797,4.2,3.4,1.91,2,2010-11-10 00:00:00,1,839931
798,2.75,3.25,2.63,0,2010-11-10 00:00:00,0,839932
799,15.0,6.5,1.2,0,2010-11-10 00:00:00,1,839933
800,6.5,3.8,1.57,2,2010-11-13 00:00:00,4,839934
801,4.0,3.6,1.91,0,2010-11-13 00:00:00,0,839935
802,1.8,3.6,4.5,2,2010-11-13 00:00:00,2,839936
803,2.2,3.3,3.4,2,2010-11-14 00:00:00,1,839937
804,4.2,3.4,1.91,0,2010-11-13 00:00:00,0,839938
805,8.5,4.5,1.4,0,2010-11-13 00:00:00,0,839939
806,3.2,3.1,2.4,3,2010-11-13 00:00:00,2,839940
807,2.1,3.25,3.75,0,2010-11-13 00:00:00,2,839941
808,2.88,3.25,2.5,0,2010-11-13 00:00:00,1,839942
809,15.0,5.75,1.22,3,2010-11-14 00:00:00,0,839943
810,15.0,6.0,1.22,0,2010-11-20 00:00:00,2,839944
811,5.5,4.0,1.62,3,2010-11-20 00:00:00,2,839945
812,6.5,3.8,1.57,0,2010-11-20 00:00:00,3,839946
813,2.8,3.2,2.6,2,2010-11-22 00:00:00,2,839947
814,3.25,3.25,2.3,0,2010-11-21 00:00:00,2,839948
815,2.4,3.1,3.2,4,2010-11-21 00:00:00,1,839949
816,1.73,3.6,5.0,0,2010-11-20 00:00:00,1,839950
817,3.6,3.3,2.1,1,2010-11-20 00:00:00,5,839951
818,3.5,3.2,2.2,3,2010-11-20 00:00:00,0,839952
819,2.88,3.3,2.5,1,2010-11-20 00:00:00,2,839953
820,13.0,5.5,1.25,1,2010-11-27 00:00:00,7,839954
